sl	prompt	solution0	solution1	label	Category	langauge (FLORES-200 code)
82	ଧରନ୍ତୁ ଆପଣ ସମୁଦ୍ରକୂଳ ନିକଟରେ ଶୁଟ୍ କରୁଛନ୍ତି ଏବଂ ପବନ-ବାଦ୍ୟ ସହ ଲୋକଗୀତ ରେକର୍ଡ ହେଉଛି। ଆର୍ଦ୍ରତା ଯୋଗୁଁ ବାଁସୀ/ମହୁରୀର ସ୍ୱର ଅଳ୍ପ ବଦଳିଲେ ଆପଣ କିପରି ଶୁଣି ବୁଝିବେ, ଏବଂ କ’ଣ କରିବେ?	ଆର୍ଦ୍ରତାରେ ବାଁସ/ରିଡ୍ ଅଳ୍ପ ଫୁଲିବା କିମ୍ବା ନରମ ହେବାରୁ ସ୍ୱର ଭାରୀ ଫ୍ଲାଟ୍/ଶାର୍ପ୍ ହୋଇପାରେ, ଯାହା କାନରେ ଅସ୍ଥିର ଲାଗିପାରେ। ଛୋଟ ବିରତି ଦେଇ ବାଦ୍ୟକୁ କପଡ଼ାରେ ପୁଛିବା, ରିଡ୍‌କୁ ଠିକ୍ କରିବା, ଏବଂ ପୁଣି ଟ୍ୟୁନିଂ ଚେକ୍ କରିଲେ ଧ୍ୱନି ସ୍ଥିର ହୁଏ।	ଆର୍ଦ୍ରତାରେ ବାଁସ/ରିଡ୍ ଅଳ୍ପ ଫୁଲିବା କିମ୍ବା ନରମ ହେବାରୁ ସ୍ୱର ହାଲୁକା ଫ୍ଲାଟ୍/ଶାର୍ପ୍ ହୋଇପାରେ, ଯାହା କାନରେ ଅସ୍ଥିର ଲାଗିପାରେ। ଛୋଟ ବିରତି ଦେଇ ବାଦ୍ୟକୁ କପଡ଼ାରେ ପୁଛିବା, ରିଡ୍‌କୁ ଠିକ୍ କରିବା, ଏବଂ ପୁଣି ଟ୍ୟୁନିଂ ଚେକ୍ କରିଲେ ଧ୍ୱନି ସ୍ଥିର ହୁଏ।	1	Song	ory_Orya
83	ଭାବନ୍ତୁ: ଓଡ଼ିଆ ସିନେମାରେ ସ୍ଥାନୀୟ ସଂସ୍କୃତିର ପ୍ରଭାବ ଦେଖାଇବାକୁ ଯଦି ଶଙ୍ଖ ଓ ଘଣ୍ଟି ଧ୍ୱନି ଦିଆଯାଏ, ଶଙ୍ଖର ଉପାଦାନ/ପୃଷ୍ଠ ରୂପ ଓ ଘଣ୍ଟିର ଧାତୁ ଧ୍ୱନିକୁ କିପରି ଭୌତିକ ଭାବେ ଭିନ୍ନ କରେ?	ଶଙ୍ଖ ସାଧାରଣତଃ କଠିନ ଖୋଳା/ଶେଲ୍‌ର ହୁଏ ଏବଂ ତାହାର ଭିତର ଖାଲି ସ୍ଥାନ ଯୋଗୁଁ ଧ୍ୱନି ଅଳ୍ପ “ହଲୋ” ଓ ଲମ୍ବା ରେଜୋନାନ୍ସ ଥାଇପାରେ। ଘଣ୍ଟି ଧାତୁର ହେବାରୁ ଧ୍ୱନି କମ୍ “ରିଙ୍ଗି” ଏବଂ ସ୍ପଷ୍ଟ ଓଭରଟୋନ୍ ଦେଉଥାଏ, ଧାତୁ ମିଶ୍ରଧାତୁ ଭିନ୍ନ ହେଲେ ରିଙ୍ଗ୍ ସମୟ ମଧ୍ୟ ବଦଳିପାରେ।	ଶଙ୍ଖ ସାଧାରଣତଃ କଠିନ ଖୋଳା/ଶେଲ୍‌ର ହୁଏ ଏବଂ ତାହାର ଭିତର ଖାଲି ସ୍ଥାନ ଯୋଗୁଁ ଧ୍ୱନି ଅଳ୍ପ “ହଲୋ” ଓ ଲମ୍ବା ରେଜୋନାନ୍ସ ଥାଇପାରେ। ଘଣ୍ଟି ଧାତୁର ହେବାରୁ ଧ୍ୱନି ଅଧିକ “ରିଙ୍ଗି” ଏବଂ ସ୍ପଷ୍ଟ ଓଭରଟୋନ୍ ଦେଉଥାଏ, ଧାତୁ ମିଶ୍ରଧାତୁ ଭିନ୍ନ ହେଲେ ରିଙ୍ଗ୍ ସମୟ ମଧ୍ୟ ବଦଳିପାରେ।	1	Song	ory_Orya
84	ଚେକ୍ କରନ୍ତୁ: ପୁରୁଣା ସିନେମା କ୍ୟାମେରାର ଲେନ୍ସ ରିଙ୍ଗ୍ ଘୁଞ୍ଚାଇଲେ ଯେ ଘର୍ଷଣ ଅନୁଭବ ହୁଏ, ଏହା “ସ୍ମୁଥ୍” କି “ଷ୍ଟିଫ୍” ଥିବାର ଅର୍ଥ କଣ? ଶଟ୍‌ର ଫୋକସ୍‌ ଉପରେ ପ୍ରଭାବ କହ।	ଫୋକସ୍ ରିଙ୍ଗ୍ “ସ୍ମୁଥ୍ କିନ୍ତୁ କଣ୍ଟ୍ରୋଲ୍ଡ୍” ଥିଲେ ଫୋକସ୍ ପୁଲ୍ ନିଖୁତ ହୁଏ ଏବଂ ହାତର ଛୋଟ ଭୁଲ୍ ଅଧିକ ହୁଏ। ଅତି ଷ୍ଟିଫ୍ ହେଲେ ଘୁଞ୍ଚାଇବା ବେଳେ ଝଟକା ଆସି ଫୋକସ୍ ଜମ୍ପ୍ କରିପାରେ, ଅତି ଢିଲା/ଅତି ସ୍ମୁଥ୍ ହେଲେ ସହଜରେ ସ୍ଲିପ୍ ହୋଇ ଫୋକସ୍ ଛୁଟିଯାଇପାରେ।	ଫୋକସ୍ ରିଙ୍ଗ୍ “ସ୍ମୁଥ୍ କିନ୍ତୁ କଣ୍ଟ୍ରୋଲ୍ଡ୍” ଥିଲେ ଫୋକସ୍ ପୁଲ୍ ନିଖୁତ ହୁଏ ଏବଂ ହାତର ଛୋଟ ଭୁଲ୍ କମ୍ ହୁଏ। ଅତି ଷ୍ଟିଫ୍ ହେଲେ ଘୁଞ୍ଚାଇବା ବେଳେ ଝଟକା ଆସି ଫୋକସ୍ ଜମ୍ପ୍ କରିପାରେ, ଅତି ଢିଲା/ଅତି ସ୍ମୁଥ୍ ହେଲେ ସହଜରେ ସ୍ଲିପ୍ ହୋଇ ଫୋକସ୍ ଛୁଟିଯାଇପାରେ।	1	Song	ory_Orya
85	ଆପଣ ଯଦି ଏକ ଓଡ଼ିଆ ଫିଲ୍ମ/ନାଟକରେ ପ୍ରପ୍ସ ଭାବେ ମାଟି ଦିଆ/ହାଣ୍ଡି ବ୍ୟବହାର କରୁଛନ୍ତି, ମାଟିର ପୃଷ୍ଠ ରୁଖାପନ, ଓଜନ, ଏବଂ ଟକ୍କର୍ ଲାଗିଲେ ଧ୍ୱନି କେମିତି “ଯଥାର୍ଥ” ଲାଗିବ? ଦୁଇଟି ବିଶେଷତା କହ।	ମାଟି ଦିଆ/ହାଣ୍ଡିର ପୃଷ୍ଠ ଅଳ୍ପ ରୁଖା କିମ୍ବା ମ୍ୟାଟ୍ ଲାଗିପାରେ ଏବଂ ଓଜନ ମଧ୍ୟମ ଥିଲେ ହାତରେ “ସତ୍ୟ” ଅନୁଭବ ଆସେ। ଟକ୍କର୍ ଲାଗିଲେ ଧ୍ୱନି ସାଧାରଣତଃ ନୁହେଁ ଧାତୁ ପରି ଟିଙ୍କ୍ ନୁହେଁ, ଅଳ୍ପ ଦବା/ଦୁମ୍ ଧ୍ୱନି ଥାଏ, ଯାହା ମାଟିର ଭୌତିକ ଗଠନ ସହ ମେଳ ଖାଏ।	ମାଟି ଦିଆ/ହାଣ୍ଡିର ପୃଷ୍ଠ ଅଳ୍ପ ରୁଖା କିମ୍ବା ମ୍ୟାଟ୍ ଲାଗିପାରେ ଏବଂ ଓଜନ ମଧ୍ୟମ ଥିଲେ ହାତରେ “ସତ୍ୟ” ଅନୁଭବ ଆସେ। ଟକ୍କର୍ ଲାଗିଲେ ଧ୍ୱନି ସାଧାରଣତଃ ଧାତୁ ପରି ଟିଙ୍କ୍ ନୁହେଁ, ଅଳ୍ପ ଦବା/ଦୁମ୍ ଧ୍ୱନି ଥାଏ, ଯାହା ମାଟିର ଭୌତିକ ଗଠନ ସହ ମେଳ ଖାଏ।	1	Song	ory_Orya
86	କଳ୍ପନା କରନ୍ତୁ ଆପଣ ଓଡ଼ିଆ ପାରମ୍ପରିକ ନୃତ୍ୟ ପାଇଁ ଘୁଙ୍ଗୁରୁ ପିନ୍ଧୁଛନ୍ତି। ଘୁଙ୍ଗୁରୁର ଓଜନ, ଘଣ୍ଟିଗୁଡ଼ିକର ଧାତୁ, ଏବଂ ଧ୍ୱନିର ଟିଙ୍କାରା ଦେଖି “ଭଲ ଟ୍ୟୁନ୍” କିପରି ବୁଝିବେ?	ଭଲ ଟ୍ୟୁନ୍ ଘୁଙ୍ଗୁରୁରେ ଓଜନ ଅତି ଭାରୀ ନୁହେଁ, ମଧ୍ୟମ ଥାଇପାରେ ଯାହାରେ ପାଦ ଗତି ସହ ଧ୍ୱନି ସ୍ପଷ୍ଟ ହୁଏ। ଘଣ୍ଟି ଧାତୁ ଭଲ ଥିଲେ ଧ୍ୱନି ଟିଙ୍କାରା ଓ ସମ ଶୁଣାଯାଏ, ଏବଂ ଅତି “ଡ୍ୟାମ୍ପ୍” ଲାଗେ ନାହିଁ।	ଭଲ ଟ୍ୟୁନ୍ ଘୁଙ୍ଗୁରୁରେ ଓଜନ ଅତି ହାଲୁକା ନୁହେଁ, ମଧ୍ୟମ ଥାଇପାରେ ଯାହାରେ ପାଦ ଗତି ସହ ଧ୍ୱନି ସ୍ପଷ୍ଟ ହୁଏ। ଘଣ୍ଟି ଧାତୁ ଭଲ ଥିଲେ ଧ୍ୱନି ଟିଙ୍କାରା ଓ ସମ ଶୁଣାଯାଏ, ଏବଂ ଅତି “ଡ୍ୟାମ୍ପ୍” ଲାଗେ ନାହିଁ।	1	Dance	ory_Orya
87	ଆପଣ ଯଦି ଓଡ଼ିଆ ନୃତ୍ୟ-ନାଟ୍ୟରେ ସିଲ୍କ ସାଡ଼ି ପିନ୍ଧୁଛନ୍ତି, କପଡ଼ାର ଟେକ୍ସଚର (ମସୃଣତା), ଭାଙ୍ଗ ଧରିବା ଶକ୍ତି, ଏବଂ ଆଲୋକରେ ଚମକ କିପରି ଚେକ୍ କରିବେ?	ସିଲ୍କ କପଡ଼ା ସାଧାରଣତଃ ରୁକୁଡ଼ା ଲାଗେ ଏବଂ ଆଲୋକରେ ହାଲୁକା ଚମକ ଦେଖାଯାଏ। ଭଲ ସିଲ୍କ ଭାଙ୍ଗ ଧରିପାରେ, କିନ୍ତୁ ଅତି ପତଳା ହେଲେ ଭାଙ୍ଗ ଶୀଘ୍ର ଖୋଲିପାରେ, ସେହିପାଇଁ ଷ୍ଟାର୍ଚ୍/ପିନ୍‌ ସହ ଫିଟ୍ କରାଯାଏ।	ସିଲ୍କ କପଡ଼ା ସାଧାରଣତଃ ମସୃଣ ଲାଗେ ଏବଂ ଆଲୋକରେ ହାଲୁକା ଚମକ ଦେଖାଯାଏ। ଭଲ ସିଲ୍କ ଭାଙ୍ଗ ଧରିପାରେ, କିନ୍ତୁ ଅତି ପତଳା ହେଲେ pleat ଶୀଘ୍ର ଖୋଲିପାରେ, ସେହିପାଇଁ ଷ୍ଟାର୍ଚ୍/ପିନ୍‌ ସହ ଫିଟ୍ କରାଯାଏ।	1	Dance	ory_Orya
88	ଦୟାକରି ଧ୍ୟାନ ଦିଅନ୍ତୁ: ନୃତ୍ୟ ପାଇଁ ଟିଲକ୍ ଲଗାଇବାବେଳେ ଟିଲକ୍‌ର ପେଷ୍ଟ ଘନତା, ଶୁଖିବା ସମୟ, ଏବଂ ଘାମରେ ଛୁଟିବା ଝୁମକି କିପରି ଆକଳନ କରିବେ?	ଟିଲକ୍ ପେଷ୍ଟ ଅଳ୍ପ ଘନ ଥିଲେ ଆକାର ଧରି ରହେ ଏବଂ ସୁକିଲେ ଫାଟିବା କମ୍ ହୁଏ। ଘାମ ଅଧିକ ହେବା ଆଶଙ୍କା ଥିଲେ ପତଳା ପେଷ୍ଟ ଶୀଘ୍ର ଛୁଟିପାରେ, ସେହିପାଇଁ ଶୁଖିବା ପରେ ଭାରୀ ସେଟିଂ/ବାଇଣ୍ଡିଂ ଲେୟର୍ ଦିଆଯାଏ।	ଟିଲକ୍ ପେଷ୍ଟ ଅଳ୍ପ ଘନ ଥିଲେ ଆକାର ଧରି ରହେ ଏବଂ ସୁକିଲେ ଫାଟିବା କମ୍ ହୁଏ। ଘାମ ଅଧିକ ହେବା ଆଶଙ୍କା ଥିଲେ ପତଳା ପେଷ୍ଟ ଶୀଘ୍ର ଛୁଟିପାରେ, ସେହିପାଇଁ ଶୁଖିବା ପରେ ହାଲୁକା ସେଟିଂ/ବାଇଣ୍ଡିଂ ଲେୟର୍ ଦିଆଯାଏ।	1	Dance	ory_Orya
89	ଧରନ୍ତୁ ଆପଣ ନୃତ୍ୟ ସମୟରେ କଙ୍କଣ ପିନ୍ଧୁଛନ୍ତି। କାଚ ବା ଧାତୁ କଙ୍କଣର ଓଜନ, ଠକ୍ଠକ୍ ଧ୍ୱନି, ଏବଂ ହାତ ଚଳନରେ ସୁବିଧା କିପରି ଭିନ୍ନ ହୁଏ?	କାଚ କଙ୍କଣ ସାଧାରଣତଃ ଭାରୀ ଲାଗିପାରେ କିନ୍ତୁ ସହଜରେ ଭାଙ୍ଗିଯାଏ, ଏବଂ ହାତ ଚଳନରେ ଟିକ୍-ଟିକ୍ ଧ୍ୱନି ହୁଏ। ଧାତୁ କଙ୍କଣ ଅଳ୍ପ ଭାରୀ ହୋଇପାରେ, ଧ୍ୱନି ଅଳ୍ପ ଗଭୀର/ଡଲ୍ ଲାଗିପାରେ, ଏବଂ ଲମ୍ବା ସମୟ ପିନ୍ଧିଲେ କଳାଇରେ ଚାପ ବଢ଼ିପାରେ।	କାଚ କଙ୍କଣ ସାଧାରଣତଃ ହାଲୁକା ଲାଗିପାରେ କିନ୍ତୁ ସହଜରେ ଭାଙ୍ଗିଯାଏ, ଏବଂ ହାତ ଚଳନରେ ଟିକ୍-ଟିକ୍ ଧ୍ୱନି ହୁଏ। ଧାତୁ କଙ୍କଣ ଅଳ୍ପ ଭାରୀ ହୋଇପାରେ, ଧ୍ୱନି ଅଳ୍ପ ଗଭୀର/ଡଲ୍ ଲାଗିପାରେ, ଏବଂ ଲମ୍ବା ସମୟ ପିନ୍ଧିଲେ କଳାଇରେ ଚାପ ବଢ଼ିପାରେ।	1	Dance	ory_Orya
90	ପରୀକ୍ଷା କରନ୍ତୁ: ଝୁମକା ଚୟନ କରିବାବେଳେ ତାହାର ଓଜନ, ହୁକ୍‌ର ମଜବୁତି, ଏବଂ ନୃତ୍ୟରେ ଦୋଳନ କେତେ ହେଲେ ସୁବିଧାଜନକ? ଦୁଇଟି ଲକ୍ଷଣ କହନ୍ତୁ।	ଝୁମକାର ଓଜନ ଭାରୀ ହେଲେ ଦୋଳନ ସୁନ୍ଦର ଦେଖାଏ କିନ୍ତୁ କାନକୁ ଟାଣେ ନାହିଁ। ହୁକ୍/କ୍ଲାସ୍ପ ମଜବୁତ ଥିଲେ ନୃତ୍ୟ ଚଳନରେ ଖସିବା ଝୁମକି କମେ, ଏବଂ ଅତି ବଡ଼ ଦୋଳନ ହେଲେ ଗାଲରେ ଲାଗି ଅସୁବିଧା ହୋଇପାରେ।	ଝୁମକାର ଓଜନ ମଧ୍ୟମ ହେଲେ ଦୋଳନ ସୁନ୍ଦର ଦେଖାଏ କିନ୍ତୁ କାନକୁ ଟାଣେ ନାହିଁ। ହୁକ୍/କ୍ଲାସ୍ପ ମଜବୁତ ଥିଲେ ନୃତ୍ୟ ଚଳନରେ ଖସିବା ଝୁମକି କମେ, ଏବଂ ଅତି ବଡ଼ ଦୋଳନ ହେଲେ ଗାଲରେ ଲାଗି ଅସୁବିଧା ହୋଇପାରେ।	1	Dance	ory_Orya
91	ମନେ କରନ୍ତୁ ଆପଣ ଓଡ଼ିଆ ନୃତ୍ୟ-ନାଟ୍ୟରେ ସିନ୍ଦୂର/ଲିପ୍‌ ରଙ୍ଗ ଲଗାଉଛନ୍ତି। ରଙ୍ଗର ଘନତା, ଗନ୍ଧ, ଏବଂ ଘାମରେ “ସ୍ମଜ୍” ହେବା ସମ୍ଭାବନା କିପରି ବୁଝିବେ?	ରଙ୍ଗ ଅଳ୍ପ ଘନ ହେଲେ କଭରେଜ୍ ଭଲ ମିଳେ ଏବଂ ସେଟ୍ ହେଲେ ସ୍ମଜ୍ କମ୍ ହୋଇପାରେ। ଗନ୍ଧ ଭାରୀ ଥାଇପାରେ; ଘାମ ଅଧିକ ହେଲେ କ୍ରିମି/ଓଇଲି ଫର୍ମୁଲା ସହଜରେ ସ୍ମଜ୍ ହୋଇପାରେ, ସେହିପାଇଁ ସେଟିଂ ପାଉଡର୍/ବ୍ଲଟିଂ ସହାୟକ ହୁଏ।	ରଙ୍ଗ ଅଳ୍ପ ଘନ ହେଲେ କଭରେଜ୍ ଭଲ ମିଳେ ଏବଂ ସେଟ୍ ହେଲେ ସ୍ମଜ୍ କମ୍ ହୋଇପାରେ। ଗନ୍ଧ ହାଲୁକା ଥାଇପାରେ; ଘାମ ଅଧିକ ହେଲେ କ୍ରିମି/ଓଇଲି ଫର୍ମୁଲା ସହଜରେ ସ୍ମଜ୍ ହୋଇପାରେ, ସେହିପାଇଁ ସେଟିଂ ପାଉଡର୍/ବ୍ଲଟିଂ ସହାୟକ ହୁଏ।	1	Dance	ory_Orya
92	ଚେକ୍ କରନ୍ତୁ: ଓଡ଼ିଆ ନୃତ୍ୟ ପାଇଁ ମୁକୁଟ/ମାଥା ଅଳଙ୍କାର ପିନ୍ଧିଲେ ତାହାର ଫିଟ୍, ଭିତର ପ୍ୟାଡିଂ, ଏବଂ ଚଳନରେ ସ୍ଲିପ୍ କରିବା ଝୁମକି କିପରି ମାପିବେ? କମ୍ ସେ କମ୍ ଦୁଇଟି ବାକ୍ୟ ଦିଅନ୍ତୁ।	ମୁକୁଟ ଅତି ଟାଇଟ୍ ହେଲେ ମୁଣ୍ଡରେ ଚାପ ଓ ମାଥାବେଦନା ହୋଇପାରେ, ସେହିପାଇଁ ଫିଟ୍ ସୁଦ୍ଧା ଭଲ କିନ୍ତୁ ସହନୀୟ ରହିବା ଦରକାର। ଭିତରେ ଭାରୀ ପ୍ୟାଡିଂ ଥିଲେ ଗ୍ରିପ୍ ବଢ଼େ ଏବଂ ଚଳନରେ ସ୍ଲିପ୍ କମ୍ ହୁଏ; ତଥାପି ଅତି ଢିଲା ହେଲେ ମୁକୁଟ ଡୋଳିପାରେ।	ମୁକୁଟ ଅତି ଟାଇଟ୍ ହେଲେ ମୁଣ୍ଡରେ ଚାପ ଓ ମାଥାବେଦନା ହୋଇପାରେ, ସେହିପାଇଁ ଫିଟ୍ ସୁଦ୍ଧା ଭଲ କିନ୍ତୁ ସହନୀୟ ରହିବା ଦରକାର। ଭିତରେ ହାଲୁକା ପ୍ୟାଡିଂ ଥିଲେ ଗ୍ରିପ୍ ବଢ଼େ ଏବଂ ଚଳନରେ ସ୍ଲିପ୍ କମ୍ ହୁଏ; ତଥାପି ଅତି ଢିଲା ହେଲେ ମୁକୁଟ ଡୋଳିପାରେ।	1	Dance	ory_Orya
93	ଆପଣ ଯଦି ନାଟକରେ ଓଡ଼ିଆ ଘରୋଇ ପୋଷାକର କଟନ୍ କପଡ଼ା ବ୍ୟବହାର କରୁଛନ୍ତି, କପଡ଼ାର ଶ୍ୱାସ-ଚଳାଚଳ, ରୁଖାପନ, ଏବଂ ଭାଜ ପଡ଼ିବା ଗୁଣ କିପରି ଦେଖିବେ? ଦୁଇଟି ବାକ୍ୟ ଲେଖନ୍ତୁ।	କଟନ୍ କପଡ଼ା ସାଧାରଣତଃ ଶ୍ୱାସ-ଚଳାଚଳ ଭଲ ଦେଉଥାଏ, ଯାହା ଦୀର୍ଘ ନୃତ୍ୟ/ନାଟକରେ ସୁବିଧାଜନକ। ଏହା ଭାରୀ ରୁଖା ଲାଗିପାରେ ଏବଂ ଭାଜ ସହଜରେ ପଡ଼ିପାରେ, ସେହିପାଇଁ ଷ୍ଟିମ୍/ଇସ୍ତ୍ରି ସହ ମେଣ୍ଟେନ୍ କରାଯାଏ।	କଟନ୍ କପଡ଼ା ସାଧାରଣତଃ ଶ୍ୱାସ-ଚଳାଚଳ ଭଲ ଦେଉଥାଏ, ଯାହା ଦୀର୍ଘ ନୃତ୍ୟ/ନାଟକରେ ସୁବିଧାଜନକ। ଏହା ହାଲୁକା ରୁଖା ଲାଗିପାରେ ଏବଂ ଭାଜ ସହଜରେ ପଡ଼ିପାରେ, ସେହିପାଇଁ ଷ୍ଟିମ୍/ଇସ୍ତ୍ରି ସହ ମେଣ୍ଟେନ୍ କରାଯାଏ।	1	Dance	ory_Orya
94	ଦୟାକରି କହନ୍ତୁ: ଓଡ଼ିଆ ନୃତ୍ୟର “ଆଲତା” ଲଗାଇବାବେଳେ ରଙ୍ଗର ଗାଢ଼ତା, ଶୁଖିବା ପରେ ପୃଷ୍ଠ ଚିପଚିପା ରହିବା କି ନୁହେଁ, ଏବଂ ପାଦରେ ଘର୍ଷଣ କେମିତି ବଦଳେ?	ଆଲତା ଗାଢ଼ ଥିଲେ ରଙ୍ଗ ସ୍ପଷ୍ଟ ହୁଏ ଏବଂ ଠିକ୍ ଭାବେ ଶୁଖିଲେ ଅତି ଚିପଚିପା ରହିବା ଉଚିତ ନୁହେଁ। ଯଦି କମ୍ ଚିପଚିପା ରହିଗଲା, ପାଦରେ ଧୁଳି ଧରିପାରେ ଏବଂ ଘର୍ଷଣ ଅନିୟମିତ ହୋଇପାରେ; ସଠିକ୍ ଭାବେ ଶୁଖିଲେ ଗ୍ରିପ୍ ସ୍ଥିର ରହେ।	ଆଲତା ଗାଢ଼ ଥିଲେ ରଙ୍ଗ ସ୍ପଷ୍ଟ ହୁଏ ଏବଂ ଠିକ୍ ଭାବେ ଶୁଖିଲେ ଅତି ଚିପଚିପା ରହିବା ଉଚିତ ନୁହେଁ। ଯଦି ଅଧିକ ଚିପଚିପା ରହିଗଲା, ପାଦରେ ଧୁଳି ଧରିପାରେ ଏବଂ ଘର୍ଷଣ ଅନିୟମିତ ହୋଇପାରେ; ସଠିକ୍ ଭାବେ ଶୁଖିଲେ ଗ୍ରିପ୍ ସ୍ଥିର ରହେ।	1	Dance	ory_Orya
95	ଭାବନ୍ତୁ ଆପଣ ଓଡ଼ିଆ ନାଟକ ପାଇଁ ମେକଅପ୍ ବ୍ରଶ୍/ସ୍ପଞ୍ଜ ବ୍ୟବହାର କରୁଛନ୍ତି। ବ୍ରଶ୍ ର ରୋମ ନରମତା, ସ୍ପଞ୍ଜର ପୋର୍ ସାଇଜ୍, ଏବଂ ଫାଉଣ୍ଡେସନ୍ କଭରେଜ୍ କେମିତି ଭିନ୍ନ ଦେଖାଏ? ଦୁଇଟି ବାକ୍ୟ ଲେଖନ୍ତୁ।	ନରମ ରେଶା ଥିବା ବ୍ରଶ୍ ସାଧାରଣତଃ ଫାଉଣ୍ଡେସନ୍ କୁ ସମଭାବେ ବ୍ଲେଣ୍ଡ କରି ହାଲୁକା-ରୁକୁଡ଼ା ଫିନିଶ୍ ଦେଇପାରେ। ପୋର୍ ସାଇଜ୍ ଠିକ୍ ଥିବା ସ୍ପଞ୍ଜ ଫାଉଣ୍ଡେସନ୍ କୁ ଟ୍ୟାପ୍ କରି “ବିଲ୍ଡେବଲ୍” କଭରେଜ୍ ଦେଉଥାଏ, କିନ୍ତୁ ଅତି ବଡ଼ ପୋର୍ ହେଲେ ଉତ୍ପାଦ ଅଧିକ ଶୋଷି ନଷ୍ଟ ହୋଇପାରେ।	ନରମ bristle ଥିବା ବ୍ରଶ୍ ସାଧାରଣତଃ ଫାଉଣ୍ଡେସନ୍ କୁ ସମଭାବେ ବ୍ଲେଣ୍ଡ କରି ହାଲୁକା-ମସୃଣ ଫିନିଶ୍ ଦେଇପାରେ। ପୋର୍ ସାଇଜ୍ ଠିକ୍ ଥିବା ସ୍ପଞ୍ଜ ଫାଉଣ୍ଡେସନ୍ କୁ ଟ୍ୟାପ୍ କରି “ବିଲ୍ଡେବଲ୍” କଭରେଜ୍ ଦେଉଥାଏ, କିନ୍ତୁ ଅତି ବଡ଼ ପୋର୍ ହେଲେ ଉତ୍ପାଦ ଅଧିକ ଶୋଷି ନଷ୍ଟ ହୋଇପାରେ।	1	Dance	ory_Orya
96	ଧରନ୍ତୁ ଆପଣ ଓଡ଼ିଆ ନୃତ୍ୟରେ “ଓଡ଼ିଶୀ” ଅଳଙ୍କାର (ହାର/କମରବନ୍ଧ) ପିନ୍ଧୁଛନ୍ତି। ଧାତୁର ଥଣ୍ଡା ସ୍ପର୍ଶ, ଧାର/କୋଣର ମସୃଣତା, ଏବଂ ଚଳନରେ ତ୍ୱଚାରେ ଖୋଚା ଲାଗିବା ଝୁମକି କିପରି ଧରିବେ?	ଧାତୁ ଅଳଙ୍କାର ଆରମ୍ଭରେ ଥଣ୍ଡା ସ୍ପର୍ଶ ଦେଇପାରେ, କିନ୍ତୁ ଶରୀର ତାପରେ ସମୟ ସହ ଗରମ ହୋଇଯାଏ। ଧାର/କୋଣ ରୁକୁଡ଼ା ନ ଥିଲେ ଚଳନରେ ତ୍ୱଚାରେ ଖୋଚା ଲାଗିପାରେ, ସେହିପାଇଁ ପିନ୍ଧିବା ପୂର୍ବରୁ ଭିତର ପାର୍ଶ୍ୱ ଓ କ୍ଲାସ୍ପ ଚେକ୍ କରାଯାଏ।	ଧାତୁ ଅଳଙ୍କାର ଆରମ୍ଭରେ ଥଣ୍ଡା ସ୍ପର୍ଶ ଦେଇପାରେ, କିନ୍ତୁ ଶରୀର ତାପରେ ସମୟ ସହ ଗରମ ହୋଇଯାଏ। ଧାର/କୋଣ ମସୃଣ ନ ଥିଲେ ଚଳନରେ ତ୍ୱଚାରେ ଖୋଚା ଲାଗିପାରେ, ସେହିପାଇଁ ପିନ୍ଧିବା ପୂର୍ବରୁ ଭିତର ପାର୍ଶ୍ୱ ଓ କ୍ଲାସ୍ପ ଚେକ୍ କରାଯାଏ।	1	Dance	ory_Orya
97	ପରୀକ୍ଷା କରନ୍ତୁ: ମଞ୍ଚରେ ଓଡ଼ିଆ ପର୍ଫ୍ୟୁମ୍/ଇତର ଲଗାଇଲେ ତାହାର ଗନ୍ଧର “ଷ୍ଟ୍ରେଂଥ” ଓ ଥାକିବା ସମୟ କିପରି ଧରିବେ? ଘାମ ଓ ତାପରେ ଗନ୍ଧ କେମିତି ବଦଳେ?	ଷ୍ଟ୍ରେଂଥ ଧରିବାକୁ ଛୋଟ ସ୍ପ୍ରେ କରି 10-15 ମିନିଟ୍ ପରେ ଗନ୍ଧ କେତେ ରହୁଛି ଦେଖାଯାଏ। ମଞ୍ଚର ତାପ ଓ ଘାମରେ ଗନ୍ଧ ଶୀଘ୍ର ଉଡ଼ିପାରେ କିମ୍ବା ଭାରୀ ପରିବର୍ତ୍ତିତ ଲାଗିପାରେ, ସେହିପାଇଁ ଅତି ତୀବ୍ର ନୁହେଁ, ମଧ୍ୟମ ଓ ଦୀର୍ଘସ୍ଥାୟୀ ସୁଗନ୍ଧ ଭଲ।	ଷ୍ଟ୍ରେଂଥ ଧରିବାକୁ ଛୋଟ ସ୍ପ୍ରେ କରି 10-15 ମିନିଟ୍ ପରେ ଗନ୍ଧ କେତେ ରହୁଛି ଦେଖାଯାଏ। ମଞ୍ଚର ତାପ ଓ ଘାମରେ ଗନ୍ଧ ଶୀଘ୍ର ଉଡ଼ିପାରେ କିମ୍ବା ହାଲୁକା ପରିବର୍ତ୍ତିତ ଲାଗିପାରେ, ସେହିପାଇଁ ଅତି ତୀବ୍ର ନୁହେଁ, ମଧ୍ୟମ ଓ ଦୀର୍ଘସ୍ଥାୟୀ ସୁଗନ୍ଧ ଭଲ।	1	Dance	ory_Orya
